Avg eigenvector: 0.04560698405922137

Gene	eigenvector
MYH6	0.39272327148799036
KIAA1755	0.39272327148799036
AC087312.1	0.39272327148799036
TRIP6	0.245348128175009
RNU4-35P	0.05369007193488513
AL049775.2	0.04941125898809837
AC009055.1	0.04941125898809837
MYH11	0.04790778829206123
HMGB3P18	0.04790778829206123
SCN10A	0.046357136394662886
FHOD3	0.046357136394662886
ZNF827	0.044672209105844275
ZNF516	0.044672209105844275
ZNF467	0.044672209105844275
ZBTB20	0.044672209105844275
WIPF1	0.044672209105844275
VMP1	0.044672209105844275
UBAP1	0.044672209105844275
TRAPPC9	0.044672209105844275
TP53	0.044672209105844275
TNS3	0.044672209105844275
TNRC6B	0.044672209105844275
TNRC6A	0.044672209105844275
TMEM239	0.044672209105844275
TLN2	0.044672209105844275
TGFBR3	0.044672209105844275
TET2	0.044672209105844275
TBL1XR1	0.044672209105844275
SUGCT	0.044672209105844275
STAM2	0.044672209105844275
SPSB1	0.044672209105844275
SMOC2	0.044672209105844275
SLX4IP	0.044672209105844275
SLC14A2	0.044672209105844275
SGIP1	0.044672209105844275
SF3A3	0.044672209105844275
RREB1	0.044672209105844275
RNF207	0.044672209105844275
RN7SKP15	0.044672209105844275
RERG	0.044672209105844275
RANP6	0.044672209105844275
RAMP2	0.044672209105844275
RABGAP1	0.044672209105844275
PSMG2	0.044672209105844275
PROM1	0.044672209105844275
PROCR	0.044672209105844275
PHACTR4	0.044672209105844275
PHACTR1	0.044672209105844275
PAPPA2	0.044672209105844275
OSBPL7	0.044672209105844275
ODF2L	0.044672209105844275
NRG1	0.044672209105844275
NOX4	0.044672209105844275
NOTCH3	0.044672209105844275
NFKBIA	0.044672209105844275
NFAT5	0.044672209105844275
NEBL	0.044672209105844275
MXRA7	0.044672209105844275
MSI2	0.044672209105844275
MSH5	0.044672209105844275
MRC2	0.044672209105844275
MORF4L1	0.044672209105844275
MLIP	0.044672209105844275
MED13L	0.044672209105844275
MAP2K2	0.044672209105844275
MAP1B	0.044672209105844275
LUCAT1	0.044672209105844275
LRRC69	0.044672209105844275
LINC02576	0.044672209105844275
LINC02544	0.044672209105844275
LINC02230	0.044672209105844275
LINC01611	0.044672209105844275
LINC01569	0.044672209105844275
LIG3	0.044672209105844275
KLHL29	0.044672209105844275
KIF15	0.044672209105844275
KIAA0753	0.044672209105844275
KCNQ5	0.044672209105844275
KAT2B	0.044672209105844275
IL6	0.044672209105844275
HAUS6	0.044672209105844275
H1-7	0.044672209105844275
GDF7	0.044672209105844275
GATA2	0.044672209105844275
G6PC2	0.044672209105844275
FOXO3	0.044672209105844275
FGD6	0.044672209105844275
FER	0.044672209105844275
FBXL17	0.044672209105844275
FBN1	0.044672209105844275
FAM193A	0.044672209105844275
FAM186B	0.044672209105844275
FAF1	0.044672209105844275
ESR1	0.044672209105844275
ELN	0.044672209105844275
ELL	0.044672209105844275
EDNRA	0.044672209105844275
EBF1	0.044672209105844275
DOT1L	0.044672209105844275
DNM2	0.044672209105844275
DIRC1	0.044672209105844275
DIO3OS	0.044672209105844275
CYP20A1	0.044672209105844275
CYBRD1	0.044672209105844275
CTNNA3	0.044672209105844275
CRK	0.044672209105844275
CREB5	0.044672209105844275
COX8A	0.044672209105844275
COL6A1	0.044672209105844275
COG5	0.044672209105844275
