Avg eigenvector: 0.04000040917469909

Gene	eigenvector
AC011518.1	0.42277877441995504
CDK17	0.3874341580537248
MTAP	0.3240674870237981
LINC02398	0.22122842031476903
SENP2	0.20036158410362045
LINC00211	0.1123064649418668
TGFB2	0.05625135575249567
SDCCAG8	0.05625135575249567
RERE	0.05625135575249567
POU2F1	0.05625135575249567
PIK3R3	0.05625135575249567
PBX1	0.05625135575249567
NAV1	0.05625135575249567
LINC01762	0.05625135575249567
LINC01320	0.05625135575249567
LAMC1	0.05625135575249567
DNM3	0.05625135575249567
DNAJB4	0.05625135575249567
CDC42BPA	0.05625135575249567
CD160	0.05625135575249567
CAPZA1	0.05625135575249567
CAMTA1	0.05625135575249567
ARHGAP29	0.05625135575249567
AL445466.1	0.05625135575249567
AGT	0.05625135575249567
ZBTB38	0.0524643029478362
VPS54	0.0524643029478362
TASOR	0.0524643029478362
SULT1C3	0.0524643029478362
SPR	0.0524643029478362
RPL24P7	0.0524643029478362
RPL17P12	0.0524643029478362
PRSS44P	0.0524643029478362
PPP4R3B	0.0524643029478362
PLCXD2	0.0524643029478362
PDE1A	0.0524643029478362
LINC01940	0.0524643029478362
GRM7	0.0524643029478362
GMPPA	0.0524643029478362
EML4	0.0524643029478362
DENND6A-DT	0.0524643029478362
ADAMTS9	0.0524643029478362
ACVR1C	0.0524643029478362
ACTBP13	0.0524643029478362
ACMSD	0.0524643029478362
AC099535.1	0.0524643029478362
AC092484.1	0.0524643029478362
AC018866.2	0.0524643029478362
AC016745.1	0.0524643029478362
ZNF692	0.048791466165196924
WNT3A	0.048791466165196924
TDRD5	0.048791466165196924
RPS27	0.048791466165196924
PRDM16	0.048791466165196924
PFKFB2	0.048791466165196924
PABPC4	0.048791466165196924
MIR4421	0.048791466165196924
MECR	0.048791466165196924
MDM4	0.048791466165196924
LRRC8C	0.048791466165196924
LINC01738	0.048791466165196924
HAX1	0.048791466165196924
GPATCH2	0.048791466165196924
COLEC11	0.048791466165196924
CLCNKA	0.048791466165196924
AL445648.1	0.048791466165196924
AL139420.2	0.048791466165196924
ADORA1	0.048791466165196924
ZC3HC1	0.045708035987212965
Z98880.1	0.045708035987212965
TMEM44	0.045708035987212965
TBC1D19	0.045708035987212965
SNX31	0.045708035987212965
SLC35F1	0.045708035987212965
SLC25A5P9	0.045708035987212965
SLC25A37	0.045708035987212965
SELENOKP3	0.045708035987212965
