Avg closeness: 0.5349612670146495

Gene	closeness
APOE	0.8333333333333334
GATA2	0.7954545454545454
TRIP6	0.7046979865771812
HMGB3P18	0.7
FER	0.7
AL355499.1	0.695364238410596
SUGCT	0.6862745098039216
AC104119.1	0.6862745098039216
OSBPL7	0.6730769230769231
HGFAC	0.6730769230769231
SPIB	0.6687898089171974
RANP6	0.6481481481481481
PAPPA2	0.6481481481481481
AC004869.1	0.6402439024390244
FAM186B	0.6325301204819277
MYPN	0.6287425149700598
KIF15	0.6140350877192983
AC091152.3	0.6140350877192983
AC087312.1	0.6140350877192983
DOT1L	0.6104651162790697
EDNRA	0.5932203389830508
COG5	0.5932203389830508
AC007563.2	0.5932203389830508
LUZP1	0.5865921787709497
SCAI	0.5737704918032787
PHACTR4	0.5737704918032787
LINC01611	0.5675675675675675
FHL2	0.5675675675675675
ZNF467	0.5645161290322581
FGD6	0.5645161290322581
AC009070.1	0.5645161290322581
ELN	0.5614973262032086
XRCC6	0.5585106382978723
AP003351.1	0.5555555555555556
ESR1	0.5497382198952879
CELF2	0.546875
CCND2	0.546875
PLXDC2	0.5440414507772021
AC024267.2	0.5384615384615384
AP000317.2	0.5357142857142857
FNDC3B	0.5329949238578681
MORF4L1	0.5303030303030303
UQCR10	0.5276381909547738
EEPD1	0.5276381909547738
LUCAT1	0.525
LCA5L	0.525
KCNQ5	0.525
YKT6	0.5223880597014925
WIPF1	0.5223880597014925
VAC14	0.5223880597014925
RN7SKP15	0.5223880597014925
FNDC1	0.5223880597014925
TNRC6B	0.5198019801980198
NOTCH3	0.5198019801980198
LINC02230	0.5198019801980198
KCNH4	0.5198019801980198
TP53	0.5172413793103449
TMEM239	0.5172413793103449
PRDM11	0.5147058823529411
AC004156.1	0.5147058823529411
AL049775.2	0.5097087378640777
ULK4	0.5072463768115942
ODF2L	0.5072463768115942
CCDC30	0.5072463768115942
SGIP1	0.5048076923076923
PROCR	0.5048076923076923
MAPK4	0.5048076923076923
AC120498.4	0.5048076923076923
AC058822.1	0.5048076923076923
MYH6	0.4976303317535545
KAT2B	0.4976303317535545
GIPR	0.49528301886792453
BNC2	0.49295774647887325
PDE3A	0.49065420560747663
AC023161.1	0.4883720930232558
TNRC6A	0.4838709677419355
KIAA1755	0.481651376146789
IDH2	0.481651376146789
HDAC9	0.481651376146789
LINC01569	0.4794520547945205
AC074286.1	0.4772727272727273
BRD1	0.47297297297297297
LINC01358	0.47085201793721976
FBN1	0.47085201793721976
MSH5	0.46875
C20orf203	0.46875
MED13L	0.46255506607929514
DYNLRB1	0.46255506607929514
ING1	0.4585152838427948
RABGAP1	0.45652173913043476
PRKCE	0.45652173913043476
MLIP	0.45652173913043476
LINC00536	0.45454545454545453
RNF207	0.4449152542372881
CEP164	0.4449152542372881
AL691420.1	0.4449152542372881
AC067959.1	0.4449152542372881
CHD2	0.4411764705882353
ZNF516	0.4393305439330544
DDAH1	0.43388429752066116
AC009097.2	0.4268292682926829
PSMG2	0.41338582677165353
MAP2K2	0.4117647058823529
ITGA1	0.4085603112840467
NFAT5	0.40384615384615385
LINC02544	0.3888888888888889
