Avg closeness: 0.49838584022574145

Gene	closeness
AC138627.1	0.948
OR4A44P	0.7953020134228188
AL358074.1	0.740625
PRKAG2	0.6929824561403509
ARL15	0.618798955613577
HRH1	0.5629453681710214
PDE11A	0.5602836879432624
CPS1	0.5576470588235294
SLC4A1AP	0.531390134529148
SZT2	0.5107758620689655
SKI	0.5107758620689655
MTHFR	0.5107758620689655
GTF2B	0.5107758620689655
FGR	0.5107758620689655
APOB	0.5107758620689655
TFCP2L1	0.5096774193548387
AC010967.1	0.5096774193548387
LINC01857	0.5085836909871244
TMEM108	0.5064102564102564
PCCB	0.5064102564102564
TENT5A	0.5053304904051172
SPRY4	0.5053304904051172
POM121C	0.5053304904051172
JAZF1	0.5053304904051172
HOXA3	0.5053304904051172
CTBP2P4	0.5053304904051172
AC092353.2	0.5053304904051172
AC009126.1	0.5053304904051172
AC005586.2	0.5053304904051172
RBPMS	0.5042553191489362
PTPRD	0.5042553191489362
DOCK8	0.5042553191489362
AC090919.1	0.5042553191489362
AC018953.1	0.5042553191489362
XPR1	0.5031847133757962
VCAM1	0.5031847133757962
SEMA4A	0.5031847133757962
PKN2	0.5031847133757962
PAX2	0.5031847133757962
NADK	0.5031847133757962
MIR4418	0.5031847133757962
LSP1	0.5031847133757962
LINC01808	0.5031847133757962
KDF1	0.5031847133757962
KCNK3	0.5031847133757962
IRF6	0.5031847133757962
IER5L	0.5031847133757962
HTRA1	0.5031847133757962
HIVEP3	0.5031847133757962
FOXO6	0.5031847133757962
CRB1	0.5031847133757962
CELA2A	0.5031847133757962
CASZ1	0.5031847133757962
C1orf21	0.5031847133757962
BCAR3	0.5031847133757962
AGBL4	0.5031847133757962
ADCY3	0.5031847133757962
AC106053.1	0.5031847133757962
AC090469.2	0.5031847133757962
THSD7B	0.5021186440677966
THADA	0.5021186440677966
TBR1	0.5021186440677966
STK39	0.5021186440677966
SIPA1	0.5021186440677966
RTN4	0.5021186440677966
RBMS1	0.5021186440677966
PRKD3	0.5021186440677966
POLR1A	0.5021186440677966
OLA1	0.5021186440677966
NRXN1	0.5021186440677966
MEIS1	0.5021186440677966
LRCH1	0.5021186440677966
FOSL2	0.5021186440677966
FGF9	0.5021186440677966
COBLL1	0.5021186440677966
C12orf75	0.5021186440677966
APOLD1	0.5021186440677966
AKAP13	0.5021186440677966
AC016766.1	0.5021186440677966
ZNF385B	0.5010570824524313
SPATS2L	0.5010570824524313
AC096555.1	0.5010570824524313
AC018735.1	0.5010570824524313
TRIP12	0.5
FARP2	0.5
ERBB4	0.5
AC062015.1	0.5
YEATS2	0.49894736842105264
USP4	0.49894736842105264
TERT	0.49894736842105264
SHROOM3	0.49894736842105264
RNU6-412P	0.49894736842105264
RNU6-281P	0.49894736842105264
PDGFC	0.49894736842105264
NPR3	0.49894736842105264
NPNT	0.49894736842105264
LRBA	0.49894736842105264
LINC02513	0.49894736842105264
LINC02172	0.49894736842105264
LINC01091	0.49894736842105264
LCORL	0.49894736842105264
ITGB5	0.49894736842105264
ITGA9	0.49894736842105264
FGD5	0.49894736842105264
FAM13A	0.49894736842105264
CNTN3	0.49894736842105264
CADM2	0.49894736842105264
BMPR1B	0.49894736842105264
ARHGAP24	0.49894736842105264
AHRR	0.49894736842105264
AC104596.1	0.49894736842105264
AC099541.1	0.49894736842105264
AC079943.2	0.49894736842105264
AC073359.1	0.49894736842105264
AC034231.1	0.49894736842105264
AC025614.3	0.49894736842105264
