Avg bridging: 0.0004597685937031105

Gene	bridging
NFATC2	0.04188839221560025
AC138627.1	0.03263836841577771
OR4A44P	0.008006069485938927
AL358074.1	0.004064649735741715
ARL15	0.0008430302580492462
PRKAG2	0.0008116260255938546
PDE11A	0.0006093481321286838
LINC01857	0.0005940202654238208
SZT2	0.0005894601103309556
SKI	0.0005894601103309556
MTHFR	0.0005894601103309556
GTF2B	0.0005894601103309556
FGR	0.0005894601103309556
APOB	0.0005894601103309556
RBPMS	0.0005861376335206184
PTPRD	0.0005861376335206184
DOCK8	0.0005861376335206184
AC090919.1	0.0005861376335206184
AC018953.1	0.0005861376335206184
TFCP2L1	0.0005804977627078485
AC010967.1	0.0005804977627078485
TENT5A	0.0005788868141295155
SPRY4	0.0005788868141295155
POM121C	0.0005788868141295155
JAZF1	0.0005788868141295155
HOXA3	0.0005788868141295155
CTBP2P4	0.0005788868141295155
AC092353.2	0.0005788868141295155
AC009126.1	0.0005788868141295155
AC005586.2	0.0005788868141295155
TMEM108	0.0005708368813151384
PCCB	0.0005708368813151384
PAX2	0.0005201852402465648
LSP1	0.0005201852402465648
IER5L	0.0005201852402465648
HTRA1	0.0005201852402465648
AC090469.2	0.0005201852402465648
