Avg closeness: 0.5098059800824566

Gene	closeness
ATP2B1	1.0
AC004917.1	1.0
CNNM2	0.9050847457627119
NPR3	0.7063492063492064
MTHFR	0.5460122699386503
AC016766.1	0.5393939393939394
TBX2	0.5076045627376425
LINC01808	0.5066413662239089
YEATS2	0.5056818181818182
S1PR2	0.5056818181818182
PRKD3	0.5056818181818182
PRKAG2	0.5056818181818182
PRKAG1	0.5056818181818182
PLCD3	0.5056818181818182
NPNT	0.5056818181818182
LSP1	0.5056818181818182
HRH1	0.5056818181818182
HOXC4	0.5056818181818182
FBN2	0.5056818181818182
FAM13A	0.5056818181818182
EBF2	0.5056818181818182
AP003057.1	0.5056818181818182
AMPD3	0.5056818181818182
AC092747.1	0.5056818181818182
ABHD17C	0.5056818181818182
YES1	0.504725897920605
TSNARE1	0.504725897920605
THSD7B	0.504725897920605
SZT2	0.504725897920605
POM121C	0.504725897920605
MKLN1	0.504725897920605
L2HGDH	0.504725897920605
KDF1	0.504725897920605
KCNK3	0.504725897920605
ITGB5	0.504725897920605
HIC1	0.504725897920605
FOXC1	0.504725897920605
DDHD2	0.504725897920605
C12orf75	0.504725897920605
ARHGAP24	0.504725897920605
AL391117.1	0.504725897920605
AC091979.1	0.504725897920605
AC087664.2	0.504725897920605
AC025614.3	0.504725897920605
AC018735.1	0.504725897920605
AC009126.1	0.504725897920605
AC008992.1	0.504725897920605
AC005586.2	0.504725897920605
WDR7	0.5037735849056604
WASF3	0.5037735849056604
UFL1	0.5037735849056604
TTC28	0.5037735849056604
TSHZ1	0.5037735849056604
TOP3A	0.5037735849056604
TMEM161B	0.5037735849056604
THADA	0.5037735849056604
TFAP2D	0.5037735849056604
TERT	0.5037735849056604
TENT5A	0.5037735849056604
SVEP1	0.5037735849056604
SPRY4	0.5037735849056604
SOX5	0.5037735849056604
SMOX	0.5037735849056604
SIK3	0.5037735849056604
SHROOM3	0.5037735849056604
SEMA4A	0.5037735849056604
SCGB1A1	0.5037735849056604
RTN4	0.5037735849056604
RNY1P8	0.5037735849056604
RNU6-281P	0.5037735849056604
RNU1-46P	0.5037735849056604
RBMS1	0.5037735849056604
RBFOX1	0.5037735849056604
PTPRD	0.5037735849056604
PTEN	0.5037735849056604
PSMD11	0.5037735849056604
PRKD1	0.5037735849056604
PRDM6	0.5037735849056604
PPP2R2D	0.5037735849056604
POLR1A	0.5037735849056604
PLCE1	0.5037735849056604
PKN2	0.5037735849056604
PDE11A	0.5037735849056604
PAX2	0.5037735849056604
OR4A44P	0.5037735849056604
NUCB2	0.5037735849056604
NDUFAF6	0.5037735849056604
NCOA7	0.5037735849056604
NAA60	0.5037735849056604
MRPL40P1	0.5037735849056604
MEIS1	0.5037735849056604
LTBP2	0.5037735849056604
LRBA	0.5037735849056604
