Avg eigenvector: 0.04684977436046517

Gene	eigenvector
ATP2B1	0.3920086922114685
AC004917.1	0.39200869221146845
CNNM2	0.36419926194883673
NPR3	0.26616135401193036
MTHFR	0.11182437871833481
AC016766.1	0.1032043110993729
TBX2	0.05589841547314732
LINC01808	0.05431513991060856
YEATS2	0.052513662886696795
S1PR2	0.052513662886696795
PRKD3	0.052513662886696795
PRKAG2	0.052513662886696795
PRKAG1	0.052513662886696795
NPNT	0.052513662886696795
LSP1	0.052513662886696795
HRH1	0.052513662886696795
HOXC4	0.052513662886696795
FBN2	0.052513662886696795
FAM13A	0.052513662886696795
EBF2	0.052513662886696795
AP003057.1	0.052513662886696795
AMPD3	0.052513662886696795
AC092747.1	0.052513662886696795
ABHD17C	0.052513662886696795
PLCD3	0.05071122982574312
YES1	0.049187568694719304
POM121C	0.049187568694719304
L2HGDH	0.049187568694719304
KDF1	0.049187568694719304
FOXC1	0.049187568694719304
C12orf75	0.049187568694719304
AL391117.1	0.049187568694719304
AC091979.1	0.049187568694719304
AC087664.2	0.049187568694719304
AC018735.1	0.049187568694719304
AC009126.1	0.049187568694719304
AC008992.1	0.049187568694719304
AC005586.2	0.049187568694719304
TSNARE1	0.04890975280183136
THSD7B	0.04890975280183136
SZT2	0.04890975280183136
MKLN1	0.04890975280183136
KCNK3	0.04890975280183136
ITGB5	0.04890975280183136
HIC1	0.04890975280183136
DDHD2	0.04890975280183136
ARHGAP24	0.04890975280183136
AC025614.3	0.04890975280183136
WDR7	0.04558365860985387
WASF3	0.04558365860985387
UFL1	0.04558365860985387
TTC28	0.04558365860985387
TSHZ1	0.04558365860985387
TOP3A	0.04558365860985387
THADA	0.04558365860985387
TFAP2D	0.04558365860985387
TERT	0.04558365860985387
TENT5A	0.04558365860985387
SVEP1	0.04558365860985387
SPRY4	0.04558365860985387
SOX5	0.04558365860985387
SMOX	0.04558365860985387
SIK3	0.04558365860985387
SHROOM3	0.04558365860985387
SEMA4A	0.04558365860985387
SCGB1A1	0.04558365860985387
RTN4	0.04558365860985387
RNY1P8	0.04558365860985387
RNU6-281P	0.04558365860985387
RNU1-46P	0.04558365860985387
RBMS1	0.04558365860985387
RBFOX1	0.04558365860985387
PTPRD	0.04558365860985387
PTEN	0.04558365860985387
PSMD11	0.04558365860985387
PRKD1	0.04558365860985387
PRDM6	0.04558365860985387
PPP2R2D	0.04558365860985387
POLR1A	0.04558365860985387
PLCE1	0.04558365860985387
PKN2	0.04558365860985387
PDE11A	0.04558365860985387
OR4A44P	0.04558365860985387
NUCB2	0.04558365860985387
NDUFAF6	0.04558365860985387
NCOA7	0.04558365860985387
NAA60	0.04558365860985387
MRPL40P1	0.04558365860985387
MEIS1	0.04558365860985387
LRBA	0.04558365860985387
LINC02151	0.04558365860985387
LINC01478	0.04558365860985387
LINC01184	0.04558365860985387
LINC00824	0.04558365860985387
LINC00599	0.04558365860985387
LCORL	0.04558365860985387
LATS2	0.04558365860985387
KDM5A	0.04558365860985387
KANK1	0.04558365860985387
ITGA9	0.04558365860985387
IRF6	0.04558365860985387
INSR	0.04558365860985387
INPP5A	0.04558365860985387
IGF1	0.04558365860985387
HTRA1	0.04558365860985387
HOXA3	0.04558365860985387
