Avg eigenvector: 0.04603338360276496

Gene	eigenvector
AC138627.1	0.3463801128632068
OR4A44P	0.32848015340376235
AL358074.1	0.3125231501519891
PRKAG2	0.2844218782802555
ARL15	0.22903273547896105
HRH1	0.1777523964927956
CPS1	0.17070865563650095
PDE11A	0.16325149765092653
SLC4A1AP	0.1269990943588645
SZT2	0.07282399845798983
SKI	0.07282399845798983
MTHFR	0.07282399845798983
GTF2B	0.07282399845798983
FGR	0.07282399845798983
APOB	0.07282399845798983
NFATC2	0.07277683783357798
XPR1	0.07042837445316859
VCAM1	0.07042837445316859
SEMA4A	0.07042837445316859
PKN2	0.07042837445316859
NADK	0.07042837445316859
MIR4418	0.07042837445316859
LINC01808	0.07042837445316859
KDF1	0.07042837445316859
KCNK3	0.07042837445316859
IRF6	0.07042837445316859
HIVEP3	0.07042837445316859
FOXO6	0.07042837445316859
CRB1	0.07042837445316859
CELA2A	0.07042837445316859
CASZ1	0.07042837445316859
C1orf21	0.07042837445316859
BCAR3	0.07042837445316859
AGBL4	0.07042837445316859
ADCY3	0.07042837445316859
AC106053.1	0.07042837445316859
TFCP2L1	0.06864346853922344
AC010967.1	0.06864346853922344
THSD7B	0.0662478445344022
THADA	0.0662478445344022
TBR1	0.0662478445344022
STK39	0.0662478445344022
RTN4	0.0662478445344022
RBMS1	0.0662478445344022
PRKD3	0.0662478445344022
POLR1A	0.0662478445344022
OLA1	0.0662478445344022
NRXN1	0.0662478445344022
MEIS1	0.0662478445344022
FOSL2	0.0662478445344022
COBLL1	0.0662478445344022
AC016766.1	0.0662478445344022
LINC01857	0.06326961443967796
ZNF385B	0.06087399043485673
SPATS2L	0.06087399043485673
AC096555.1	0.06087399043485673
AC018735.1	0.06087399043485673
TRIP12	0.05525467258191223
FARP2	0.05525467258191223
ERBB4	0.05525467258191223
AC062015.1	0.05525467258191223
TMEM108	0.05179912042971744
PCCB	0.05179912042971744
YEATS2	0.049403496424896214
USP4	0.049403496424896214
TERT	0.049403496424896214
SHROOM3	0.049403496424896214
RNU6-412P	0.049403496424896214
RNU6-281P	0.049403496424896214
PDGFC	0.049403496424896214
NPR3	0.049403496424896214
NPNT	0.049403496424896214
LRBA	0.049403496424896214
LINC02513	0.049403496424896214
LINC02172	0.049403496424896214
LINC01091	0.049403496424896214
LCORL	0.049403496424896214
ITGB5	0.049403496424896214
ITGA9	0.049403496424896214
FGD5	0.049403496424896214
FAM13A	0.049403496424896214
CNTN3	0.049403496424896214
CADM2	0.049403496424896214
BMPR1B	0.049403496424896214
ARHGAP24	0.049403496424896214
AHRR	0.049403496424896214
AC104596.1	0.049403496424896214
AC099541.1	0.049403496424896214
AC079943.2	0.049403496424896214
AC073359.1	0.049403496424896214
AC034231.1	0.049403496424896214
AC025614.3	0.049403496424896214
TENT5A	0.04425995224747239
SPRY4	0.04425995224747239
POM121C	0.04425995224747239
JAZF1	0.04425995224747239
HOXA3	0.04425995224747239
CTBP2P4	0.04425995224747239
AC092353.2	0.04425995224747239
AC009126.1	0.04425995224747239
AC005586.2	0.04425995224747239
ZNF318	0.041864328242651155
ZMAT2	0.041864328242651155
UFL1	0.041864328242651155
TMEM161B	0.041864328242651155
TFAP2D	0.041864328242651155
STXBP5	0.041864328242651155
RNF130	0.041864328242651155
PRDM6	0.041864328242651155
PHTF2	0.041864328242651155
NUS1	0.041864328242651155
NCOA7	0.041864328242651155
MKLN1	0.041864328242651155
MAST4	0.041864328242651155
MAD1L1	0.041864328242651155
LINC01184	0.041864328242651155
KLF14	0.041864328242651155
IRF5	0.041864328242651155
HIPK2	0.041864328242651155
GSDME	0.041864328242651155
FOXC1	0.041864328242651155
FBN2	0.041864328242651155
EPB41L2	0.041864328242651155
CWC27	0.041864328242651155
CDKAL1	0.041864328242651155
CCT6A	0.041864328242651155
CASC15	0.041864328242651155
C5orf67	0.041864328242651155
AC094104.2	0.041864328242651155
AC093523.2	0.041864328242651155
AC091979.1	0.041864328242651155
AC072054.1	0.041864328242651155
AC004917.1	0.041864328242651155
RBPMS	0.03489754909923596
PTPRD	0.03489754909923596
DOCK8	0.03489754909923596
AC090919.1	0.03489754909923596
AC018953.1	0.03489754909923596
ZFPM2	0.03250192509441473
ZBTB10	0.03250192509441473
TSNARE1	0.03250192509441473
SVEP1	0.03250192509441473
PREX2	0.03250192509441473
NDUFAF6	0.03250192509441473
NCALD	0.03250192509441473
MSRA	0.03250192509441473
LPL	0.03250192509441473
LINC00824	0.03250192509441473
LINC00599	0.03250192509441473
LINC00208	0.03250192509441473
KANK1	0.03250192509441473
GLIS3	0.03250192509441473
EBF2	0.03250192509441473
DDHD2	0.03250192509441473
CLN8	0.03250192509441473
CENPP	0.03250192509441473
AL391117.1	0.03250192509441473
AC103409.1	0.03250192509441473
AC091114.1	0.03250192509441473
AC087664.2	0.03250192509441473
AC087269.3	0.03250192509441473
AC021218.1	0.03250192509441473
PAX2	0.02461014578410777
LSP1	0.02461014578410777
IER5L	0.02461014578410777
HTRA1	0.02461014578410777
AC090469.2	0.02461014578410777
VCL	0.022214521779286543
TASOR2	0.022214521779286543
RPL17P50	0.022214521779286543
PTEN	0.022214521779286543
PPP2R2D	0.022214521779286543
PLCE1	0.022214521779286543
NUCB2	0.022214521779286543
NIBAN2	0.022214521779286543
METTL15	0.022214521779286543
LINC01153	0.022214521779286543
INPP5A	0.022214521779286543
HSPA12A	0.022214521779286543
CSRP3	0.022214521779286543
CNNM2	0.022214521779286543
ARMC4	0.022214521779286543
AMPD3	0.022214521779286543
AL590080.1	0.022214521779286543
SIPA1	0.013797489260387989
LRCH1	0.013797489260387989
FGF9	0.013797489260387989
C12orf75	0.013797489260387989
APOLD1	0.013797489260387989
AKAP13	0.013797489260387989
WASF3	0.011401865255566756
TUBBP2	0.011401865255566756
SYT1	0.011401865255566756
SOX5	0.011401865255566756
SIK3	0.011401865255566756
SCGB1A1	0.011401865255566756
RNY1P8	0.011401865255566756
RGS6	0.011401865255566756
RBFOX1	0.011401865255566756
RAD52	0.011401865255566756
PRKD1	0.011401865255566756
PRKAG1	0.011401865255566756
PPP2R5E	0.011401865255566756
PDE8A	0.011401865255566756
OR5B12	0.011401865255566756
OR4C50P	0.011401865255566756
OR4A16	0.011401865255566756
NAA60	0.011401865255566756
MRPL40P1	0.011401865255566756
MIA2	0.011401865255566756
LTBP2	0.011401865255566756
LINC02151	0.011401865255566756
LATS2	0.011401865255566756
L2HGDH	0.011401865255566756
KDM5A	0.011401865255566756
IGF1	0.011401865255566756
HOXC4	0.011401865255566756
HNF4GP1	0.011401865255566756
GVQW3	0.011401865255566756
GRIN2B	0.011401865255566756
FERMT2	0.011401865255566756
FBRSL1	0.011401865255566756
EIF2AK4	0.011401865255566756
DGKH	0.011401865255566756
CDC16	0.011401865255566756
ATP2B1	0.011401865255566756
ARHGEF25	0.011401865255566756
AP003057.1	0.011401865255566756
AC092747.1	0.011401865255566756
AC068888.1	0.011401865255566756
AC007493.1	0.011401865255566756
ABHD17C	0.011401865255566756
RPL31P57	0.0023956240048212322
HIC1	0.0023956240048212322
BCL2	0.0023956240048212322
ATAD5	0.0023956240048212322
AC011495.1	0.0023956240048212322
AC008992.1	0.0023956240048212322
