Avg eigenvector: 0.04879485881752632

Gene	eigenvector
AC069368.1	0.31900579517296834
NEBL	0.30237969550879507
UBAP1	0.2957365558654976
SLC20A2	0.2868230882733706
SPINK7	0.23173381581532612
AC104119.1	0.2191523102726195
TET2	0.21271902144694474
FNDC3B	0.19456839689238803
STAM2	0.14045601930655022
ZNF638	0.07051024672995432
SF3A3	0.07051024672995432
AC007092.1	0.07051024672995432
TGFBR3	0.0697432855983393
TCF7L1	0.0697432855983393
SPSB1	0.0697432855983393
SGIP1	0.0697432855983393
RNF207	0.0697432855983393
QSOX1	0.0697432855983393
PRKCE	0.0697432855983393
PHC2	0.0697432855983393
PHACTR4	0.0697432855983393
PAPPA2	0.0697432855983393
ODF2L	0.0697432855983393
NME7	0.0697432855983393
LUZP1	0.0697432855983393
LINC02576	0.0697432855983393
LINC01358	0.0697432855983393
KLHL29	0.0697432855983393
GDF7	0.0697432855983393
FHL2	0.0697432855983393
FAF1	0.0697432855983393
ENSA	0.0697432855983393
DDAH1	0.0697432855983393
CNRIP1	0.0697432855983393
CD46	0.0697432855983393
CCDC30	0.0697432855983393
AL356364.1	0.0697432855983393
AL353681.1	0.0697432855983393
AKR1A1	0.0697432855983393
AC093904.1	0.0697432855983393
AC067959.1	0.0697432855983393
AC007389.1	0.0697432855983393
AC007381.2	0.0697432855983393
ZBTB20	0.06529577913156344
WNT7A	0.06529577913156344
WIPF1	0.06529577913156344
ULK4	0.06529577913156344
TRANK1	0.06529577913156344
STAB1	0.06529577913156344
SLC25A26	0.06529577913156344
SCN10A	0.06529577913156344
KIF15	0.06529577913156344
KAT2B	0.06529577913156344
GATA2	0.06529577913156344
G6PC2	0.06529577913156344
FN1	0.06529577913156344
DIRC1	0.06529577913156344
CYP20A1	0.06529577913156344
CYBRD1	0.06529577913156344
COL6A3	0.06529577913156344
CMSS1	0.06529577913156344
CCDC75P1	0.06529577913156344
ARL6IP6	0.06529577913156344
ARL14	0.06529577913156344
ANKUB1	0.06529577913156344
ADCY5	0.06529577913156344
AC084017.1	0.06529577913156344
AC074286.1	0.06529577913156344
AC021074.3	0.06529577913156344
AC007563.2	0.06529577913156344
WDR1	0.059134855902820284
TBL1XR1	0.059134855902820284
PROM1	0.059134855902820284
LIN54	0.059134855902820284
HGFAC	0.059134855902820284
FAM193A	0.059134855902820284
CTBP1-DT	0.059134855902820284
C1QTNF7	0.059134855902820284
AFAP1	0.059134855902820284
AC058822.1	0.059134855902820284
ZNF827	0.052399210986171965
RANP6	0.052399210986171965
PALLD	0.052399210986171965
EDNRA	0.052399210986171965
FER	0.046226823608314066
PRR16	0.04545986247669904
MAP1B	0.04545986247669904
LUCAT1	0.04545986247669904
LINC02230	0.04545986247669904
LHFPL2	0.04545986247669904
ITGA1	0.04545986247669904
FTMT	0.04545986247669904
FBXL17	0.04545986247669904
SMOC2	0.03888909482487218
HMGB3P18	0.03888909482487218
EDN1	0.03888909482487218
AC073115.2	0.03888909482487218
ZNF467	0.03812213369325715
YKT6	0.03812213369325715
TRIP6	0.03812213369325715
TNS3	0.03812213369325715
SUGCT	0.03812213369325715
STEAP2	0.03812213369325715
SLC22A3	0.03812213369325715
SGCD	0.03812213369325715
RREB1	0.03812213369325715
RNU4-35P	0.03812213369325715
PHACTR1	0.03812213369325715
NRG1	0.03812213369325715
MSH5	0.03812213369325715
MLIP	0.03812213369325715
LINC02544	0.03812213369325715
LINC01611	0.03812213369325715
KCNQ5	0.03812213369325715
INHBA	0.03812213369325715
IL6	0.03812213369325715
HDAC9	0.03812213369325715
FUT10	0.03812213369325715
FOXO3	0.03812213369325715
FNDC1	0.03812213369325715
ESR1	0.03812213369325715
ELN	0.03812213369325715
EEPD1	0.03812213369325715
EBF1	0.03812213369325715
CREB5	0.03812213369325715
COL21A1	0.03812213369325715
COG5	0.03812213369325715
CHRM2	0.03812213369325715
CDKN1A	0.03812213369325715
CDK6	0.03812213369325715
CDK14	0.03812213369325715
CAV1	0.03812213369325715
BMP6	0.03812213369325715
AL589647.1	0.03812213369325715
AL357146.1	0.03812213369325715
AL355499.1	0.03812213369325715
AL121970.1	0.03812213369325715
AIG1	0.03812213369325715
AC018706.1	0.03812213369325715
AC004869.1	0.03812213369325715
TRHR	0.029040062477273514
TRAPPC9	0.029040062477273514
LRRC69	0.029040062477273514
LINC00536	0.029040062477273514
HNF4G	0.029040062477273514
HAUS6	0.029040062477273514
CCN3	0.029040062477273514
BNC2	0.029040062477273514
AP003351.1	0.029040062477273514
AC022274.1	0.029040062477273514
NFKBIA	0.02422132329267405
ZNF618	0.019675756033892808
SCAI	0.019675756033892808
RABGAP1	0.019675756033892808
PLXDC2	0.019675756033892808
PHF19	0.019675756033892808
MALRD1	0.019675756033892808
COL15A1	0.019675756033892808
CELF2	0.019675756033892808
AL691420.1	0.019675756033892808
AL359091.2	0.019675756033892808
AL162726.3	0.019675756033892808
CTNNA3	0.010868063032609003
AL359546.1	0.010868063032609003
AC087312.1	0.010868063032609003
YY1	0.010101101900993979
YAP1	0.010101101900993979
USP50	0.010101101900993979
TSPAN14	0.010101101900993979
TMX2	0.010101101900993979
TLN2	0.010101101900993979
THEM7P	0.010101101900993979
TET1	0.010101101900993979
TCF7L2	0.010101101900993979
SNX19	0.010101101900993979
SAMD4AA	0.010101101900993979
RN7SKP15	0.010101101900993979
RIN3	0.010101101900993979
RERG	0.010101101900993979
PRDM11	0.010101101900993979
PDE3A	0.010101101900993979
OBI1	0.010101101900993979
NOX4	0.010101101900993979
MYPN	0.010101101900993979
MYO1E	0.010101101900993979
MYH6	0.010101101900993979
MTNR1B	0.010101101900993979
MPPE1P1	0.010101101900993979
MED13L	0.010101101900993979
MCF2L	0.010101101900993979
JCAD	0.010101101900993979
ING1	0.010101101900993979
H1-7	0.010101101900993979
FGD6	0.010101101900993979
FBN1	0.010101101900993979
FBLN5	0.010101101900993979
FAM186B	0.010101101900993979
EML1	0.010101101900993979
DIO3OS	0.010101101900993979
CRACR2B	0.010101101900993979
COX8A	0.010101101900993979
CEP164	0.010101101900993979
CCND2	0.010101101900993979
CCDC197	0.010101101900993979
ARMH3	0.010101101900993979
ARL14EP	0.010101101900993979
ARHGAP12	0.010101101900993979
AL365295.1	0.010101101900993979
AL163932.1	0.010101101900993979
AL049775.2	0.010101101900993979
ADAMTS8	0.010101101900993979
AC023161.1	0.010101101900993979
ABCC9	0.010101101900993979
